queue_index,id,decision,reviewed_banglish,notes,subject,answer,quality_status,warnings
284,benqa_ext_12th-Biology-I_0300,,"konoti anobik kanchi name porichit?
A. plajomid
B. laigej enojaim
C. restrikoshon enojaim
D. praimej
Answer with only A, B, C, or D.",,Biology-I,C,ai_assisted_review_pass_v1,
285,benqa_ext_12th-Biology-I_0302,,"plet bhajok tisyur udahoron-
A. pata
B. kande mojja
C. karteks
D. renutholi
Answer with only A, B, C, or D.",,Biology-I,A,ai_assisted_review_pass_v1,
286,benqa_ext_12th-Biology-I_0307,,"nicher kon jailem o floyem ubhoy tisyutei bidyoman?
A. trakid
B. bhesel
C. sibhonol
D. faibar
Answer with only A, B, C, or D.",,Biology-I,D,ai_assisted_review_pass_v1,
287,benqa_ext_12th-Biology-II_0005,,"ekoti sbabhabik dompotir somost sontan-sontotir 50% putr himofilik ebong 50% putr o konyara sbabhabik. uddipok onusare dompotir jinotaip holo-
A. \male _{x}B_{y}, \female _{x}B_{x}B
B. \male _{X}B_{Y}, \female _{X}B_{X}b
C. \male _{X}B_{Y}, \female _{X}b_{X}b
D. \male _{X}b_{Y}, \female _{X}b_{X}b
Answer with only A, B, C, or D.",,Biology-II,B,ai_assisted_review_pass_v1,
288,benqa_ext_12th-Biology-II_0011,,"sompurn rupantorer kshetre nicher konoti sothik?
A. dim \rightarrow larbha \rightarrow piupa \rightarrow imago
B. dim \rightarrow piupa \rightarrow larbha \rightarrow imago
C. larbha \rightarrow dim \rightarrow piupa \rightarrow imago
D. imago \rightarrow dim \rightarrow piupa \rightarrow larbha
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
289,benqa_ext_12th-Biology-II_0014,,"Archaeopteryx e kon kon shrenir boishisht royechhe?
A. stonyopayi o pakhi
B. seraisrip o ubhochor
C. sorisrip o pakhi
D. stonyopayi o sorisrip
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
290,benqa_ext_12th-Biology-II_0015,,"kon shrenite 5-15 jora golobiliy fuloka rondhr paoya jay?
A. Myxini
B. Petromyzontida
C. Chondrichlhyes
D. Actinopterygii
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
291,benqa_ext_12th-Biology-II_0018,,"nimner kon praniti asilomit?
A. golokrimi
B. fitakrimi
C. kencho
D. shamuk
Answer with only A, B, C, or D.",,Biology-II,B,ai_assisted_review_pass_v1,
292,benqa_ext_12th-Biology-II_0033,,"jonab naim dompotir sontander 50% lingg nirdharit roge akrant ebong 50% bahok hooyar sombhabona royechhe. uddipoker aloke sontanora kokhon emon hote pare?
A. baba akrant, ma sbabhabik
B. baba sbabhabik, ma akrant
C. -baba akrant, ma bahok
D. baba-ma ubhoyei akrant
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
293,benqa_ext_12th-Biology-II_0037,,"himosilojukt porb i. Mollusca ii. Annelida iii. Arthropoda nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,Biology-II,B,ai_assisted_review_pass_v1,
294,benqa_ext_12th-Biology-II_0044,,"shbosoner snayubik niyontrone kon snayu bhumika rakhe?
A. abodusens
B. iliyak
C. olofyaktori
D. bhyagas
Answer with only A, B, C, or D.",,Biology-II,D,ai_assisted_review_pass_v1,
295,benqa_ext_12th-Biology-II_0059,,"intakyaleted disk paoya jay kon peshite?
A. mosrin peshi
B. kongkal peshi
C. kaardiyak peshi
D. oichchhik peshi
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
296,benqa_ext_12th-Biology-II_0069,,"nicher konoti fusofuser ekok?
A. niuron
B. nefron
C. alobhiolas
D. brongkiol
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
297,benqa_ext_12th-Biology-II_0071,,"kon roktogrup bohonokari byoktike sorbojonin data bola hoy?
A. A
B. B
C. O
D. AB
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
298,benqa_ext_12th-Biology-II_0076,,"pranijogoter dwitiy brihottom porboti holo-
A. nematoda
B. anilida
C. molaska
D. arthropoda
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
299,benqa_ext_12th-Biology-II_0081,,"gyastrik rose konogulo bidyoman?
A. peposin, renin, miusin,
B. triposin, renin, laipej
C. peposin, triposin, laipej
D. peposin, triposin, renin
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
300,benqa_ext_12th-Biology-II_0085,,"hridopeshite rokt sonchalon hras pele buker majhokhane je byatha onubhob hoy take-
A. arithomiya
B. koronari thrambosis
C. moyokardiyal inofarkoshon
D. anojaina pekotoris
Answer with only A, B, C, or D.",,Biology-II,B,ai_assisted_review_pass_v1,
301,benqa_ext_12th-Biology-II_0088,,"proshbas kriyar somoy- i. dayafram mnigami hoy ii. intarokostal peshi songkuchit hoy iii. porshukagulo uporer dike uttolit hoy nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,Biology-II,D,ai_assisted_review_pass_v1,
302,benqa_ext_12th-Biology-II_0090,,"mendeler prothom sutrer byotikrom noy konoti?
A. ostimpurn prokotota
B. ghatok jin
C. poripurok jin
D. somoprokotota
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
303,benqa_ext_12th-Biology-II_0097,,"ghasoforing er rupantorer sothik krom konoti?
A. dim \rightarrow nisf \rightarrow purnangg prani
B. dim \rightarrow larbha piupa \rightarrow imago
C. dim \rightarrow piupa \rightarrow purnangg prani
D. dim \rightarrow larbha \rightarrow nisf \rightarrow purnangg prani
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
304,benqa_ext_12th-Biology-II_0098,,"ognyashoy theke nihsrit horomon konoti?
A. inosulin o oksitosin
B. somatostyatin o dopamin
C. glukagon o oksitosin
D. inosulin o glukagon
Answer with only A, B, C, or D.",,Biology-II,D,ai_assisted_review_pass_v1,
305,benqa_ext_12th-Biology-II_0099,,"sorboprothom 'Genetics' shobd ke procholon koren?
A. mendel
B. karl korens
C. uiliyam betoson
D. hugo dya bhris
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
306,benqa_ext_12th-Biology-II_0100,,"Hydra lomba durotto otikrom korar jony kon cholon somponn kore?
A. somarosonting
B. glaiding
C. kroling
D. luping
Answer with only A, B, C, or D.",,Biology-II,D,ai_assisted_review_pass_v1,
307,benqa_ext_12th-Biology-II_0107,,"asthir matrikay kon kosh thake?
A. ostioblast o ostio sait
B. ostioblast o kondrosait
C. kondrosait o ostio sait
D. kondromiukoyed o kondroojalobunoyed
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
308,benqa_ext_12th-Biology-II_0117,,"shofik saheber roktalpotar somosyar jony daktar rokt poriksha kore bololen, aponi jekono susth loker rokt nite paren. uddipoke ullekhit somosya nimner kon upadan kome gele hoy?
A. shbet rokt konika
B. lohit rokt konika
C. onuchokrika
D. heparin
Answer with only A, B, C, or D.",,Biology-II,B,ai_assisted_review_pass_v1,
309,benqa_ext_12th-Biology-II_0123,,"kon pranite protip rupantor ghote?
A. Ascidia mentula
B. Eusphyrna blochii
C. Myxine glutinosa
D. Neoceratiodus frosteri
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
310,benqa_ext_12th-Biology-II_0127,,"shboson tontrer kon ongshe olofyaktori kosh thake?
A. bhestibiul
B. nasagohbor
C. poshchat nasarondhr
D. nasa golobil
Answer with only A, B, C, or D.",,Biology-II,B,ai_assisted_review_pass_v1,
311,benqa_ext_12th-Biology-II_0140,,"omatidiyamer kon ongsh protibimb gothit hoy?
A. korniya
B. kristalain kon
C. r‌j
D. r‌jabodom
Answer with only A, B, C, or D.",,Biology-II,D,ai_assisted_review_pass_v1,
312,benqa_ext_12th-Biology-II_0143,,"manobodeher pakostholir ontorgothone miukosa store rugi thake. ei store gyastrik gronthi thake. ei sob gronthi hote enojaim, miukaser pashapashi bishesh ek dhoroner ojoib esidoo kshorit hoy. uddipoke ullikhit bishesh dhoroner ojoib bostutir kaj holo- i. omliy madhyom toiri kora ii. nishkriy enojaimoke sokriy kora iii. byokoteriya dhbongs kora nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,Biology-II,D,ai_assisted_review_pass_v1,
313,benqa_ext_12th-Biology-II_0145,,"dwadosh shrenir chhatr kobirer uchchota 1.75 mitar ebong ojon 87 keji. uddipoke ullekhit byoktir e obosthar karon- i. jinogot ii. paribarik jibon jatra iii. nidrahinota nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,Biology-II,D,ai_assisted_review_pass_v1,
314,benqa_ext_12th-Biology-II_0150,,"dugdh protin + pani \xrightarrow{renin} pyarakesin \xrightarrow{A} pepoton uddipoker A chihnit sthane kriyashil enojaimoti kshorit hoy kon kosh theke?
A. jaimujenik
B. arjentafin
C. miukas
D. pyaraital
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
315,benqa_ext_12th-Biology-II_0151,,"gregor johan mendel kon deshe jonmogrohon koren?
A. frans
B. inglyand
C. itali
D. ostriya
Answer with only A, B, C, or D.",,Biology-II,D,ai_assisted_review_pass_v1,
316,benqa_ext_12th-Biology-II_0155,,"nicher konoti sothik?
A. pyarapodiya \rightarrow Mollusca
B. r‌jadula \rightarrow Arthropoda
C. sponjosil \rightarrow Porifera
D. notokord \rightarrow Echinodermata
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
317,benqa_ext_12th-Biology-II_0165,,"aksis kosherukar boishishty konoti?
A. osthiti dekhote angtir moto
B. sentram o spainal proses onuposthit
C. sentramer sommukh prante odontoyed proses thake
D. bhartibral foremen bor o golakar
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
318,benqa_ext_12th-Biology-II_0166,,"nicher konoti ghasoforing er stri jonon tontrer ongsh?
A. bhas difarens
B. seminal bhesikol
C. sparmathika
D. kshepononali
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
319,benqa_ext_12th-Biology-II_0167,,"antibodihin roktogrup konoti?
A. A
B. B
C. AB
D. O
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
320,benqa_ext_12th-Biology-II_0172,,"nicher konotite oriy proti samyota dekha jay?
A. jeli fish
B. shamuk
C. manush
D. projapoti
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
321,benqa_ext_12th-Biology-II_0173,,"iurokordata up porber pranite- i. larbha doshay kebol leje notokord thake ii. he tiuni namok achchhodone abrit iii. deher ongkiy deshe oral hud thake nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
322,benqa_ext_12th-Biology-II_0176,,"Hydra-r gyastrordamiser kosh konoti?
A. nidosait
B. jonon kosh
C. pushti kosh
D. pyaraital kosh
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
323,benqa_ext_12th-Biology-II_0178,,"nicher konoti sothik?
A. SA nod \rightarrow AV nod \rightarrow bandol ob hij \rightarrow parokinji tontu
B. SA nod \rightarrow AV nod \rightarrow parokinji tontu \rightarrow bandol ob hij
C. AV nod \rightarrow SA nod \rightarrow parokinji tontu \rightarrow bandol ob hij
D. AV nod \rightarrow bandol ob hij \rightarrow SA nod \rightarrow parokinji tontu
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
324,benqa_ext_12th-Biology-II_0186,,"iurokordata upoporber boishishty- i. deh tiunik dwara abrit ii. porinot pranira nishchol iii. ajibon notokord uposthit nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
325,benqa_ext_12th-Biology-II_0188,,"ghasoforing er udorer khondoke bidyoman- i. targam ii. starnam iii. pliuron nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
326,benqa_ext_12th-Biology-II_0198,,"duti kalo ginipiger modhye kros ghotanor fole sada o kalo ubhoy dhoroneroi opoty jonm nil. uddipoke ullekhit ginipiger mata-pitar jinoip ki dhoroner?
A. Bb,Bb
B. BB,Bb
C. Bb, bb
D. BB,bb
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
327,benqa_ext_12th-Biology-II_0201,,"kshotosthane thrombosaiter bhangoner fole je utosechokoti ber hoy tar nam ki?
A. foibrinojen
B. prothrombin
C. thromboplastin
D. kainej
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
328,benqa_ext_12th-Biology-II_0204,,"dan olind o dan niloyer majhe ki bhalobh thake?
A. baikasopid
B. traikasopid
C. iustoshiyan
D. semilunar
Answer with only A, B, C, or D.",,Biology-II,B,ai_assisted_review_pass_v1,
329,benqa_ext_12th-Biology-II_0205,,"atriyamer sistoler sthitikal kot sekend?
A. 0.1
B. 0.3
C. 0.5
D. 0.7
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
330,benqa_ext_12th-Biology-II_0208,,"O' rokt grupodhari rokt dite pare jaderoke- i. 'A' rokt grup ii. 'B' rokt grup iii. 'AB' rokt grup nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,Biology-II,D,ai_assisted_review_pass_v1,
331,benqa_ext_12th-Biology-II_0210,,"amosit (Ammocete ) larbha dosha dekha jay konotite?
A. hyagofis
B. hangor
C. stingre
D. lyamopre
Answer with only A, B, C, or D.",,Biology-II,D,ai_assisted_review_pass_v1,
332,benqa_ext_12th-Biology-II_0213,,"sukroj enojaim sukrojoke bhengge ki toiri kore?
A. glukoj+fruktoj
B. moltoj+glukoj
C. maltoj+gyalakotoj
D. glukoj+gyalakotoj
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
333,benqa_ext_12th-Biology-II_0216,,"iuriya kothay toiri hoy?
A. brikk
B. agnyashoy
C. fusofus
D. jokrit
Answer with only A, B, C, or D.",,Biology-II,D,ai_assisted_review_pass_v1,
334,benqa_ext_12th-Biology-II_0218,,"ghasoforing er payer gothoner sothik krom holo-
A. koksa \rightarrow trokyantar \rightarrow fimar \rightarrow tibiya \rightarrow tarsas
B. trokyantar \rightarrow fimar \rightarrow tibiya \rightarrow koksa \rightarrow tarsas
C. koksa \rightarrow fimar \rightarrow trokyantar \rightarrow tibiya \rightarrow tarsas
D. trokyantar \rightarrow koksa \rightarrow tibiya \rightarrow fimar \rightarrow tarsas
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
335,benqa_ext_12th-Biology-II_0220,,"rofik sbabhabik born dorshone okshom holeo tar bon shahonaj sbabhabik born dorshone sokshom. jodio tar pita-mata ubhoyei sbabhabik born dorshone sokshom. uddipok onusare rofiker pita-matar jinotaip hobe-
A. _{X}B_{X}b, _{X}B_{Y}
B. _{X}B_{X}B, _{X}b_{Y}
C. _{X}b_{X}b, _{X}B_{Y}
D. _{X}B_{X}B, _{X}B_{Y}
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
336,benqa_ext_12th-Biology-II_0226,,"orjit boishishtyer uttoradhikar'- motobader probortok kon bijnani?
A. lyamark
B. charlos darouin
C. hu go da bhris
D. al frend rasel
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
337,benqa_ext_12th-Biology-II_0227,,"rokt songbohon o shbosonotontr onuposthit- i. Nematoda ii. Mollasca iii. Platyhelminthes nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,Biology-II,B,ai_assisted_review_pass_v1,
338,benqa_ext_12th-Biology-II_0228,,"myantol' namok patola aboron thake-
A. porifera
B. nematoda
C. mollasca
D. Annelida
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
339,benqa_ext_12th-Biology-II_0234,,"nicher konoti protisoronoshil ongg hisebe kaj kore?
A. kristalain kon
B. kresta lain kon kosh
C. r‌jabodom kosh
D. korniya jen kosh
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
340,benqa_ext_12th-Biology-II_0239,,"ghasoforing er udor onchole koyoti shbas rondhr thake?
A. 4
B. 8
C. 20
D. 16
Answer with only A, B, C, or D.",,Biology-II,D,ai_assisted_review_pass_v1,
341,benqa_ext_12th-Biology-II_0248,,"kon juge udbhob hoyechhil?
A. jurasik
B. karboniferas
C. ordeobhisiyan
D. kyamobriyan
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
342,benqa_ext_12th-Biology-II_0251,,"lyabram er kaj hol- i. khaddo bostu kata ii. khaddo dhore rakha iii. sbad grohon kora nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
343,benqa_ext_12th-Biology-II_0256,,"kon porber pranira somudrer rain forest name porichit?
A. Cnidria
B. Nematoda
C. Arthropoda
D. Echainodarmata
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
344,benqa_ext_12th-Biology-II_0258,,"manusher brihottom osthir ongsh konoti?
A. tiubarkol
B. kondail
C. trokoliya
D. deltoyed rij
Answer with only A, B, C, or D.",,Biology-II,B,ai_assisted_review_pass_v1,
345,benqa_ext_12th-Biology-II_0270,,"bohubhujakar kosh dekha jay konotite?
A. pakostholite
B. kshudrantre
C. jokrite
D. ognyashoye
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
346,benqa_ext_12th-Biology-II_0271,,"afarent (Afferent) dhomoni holo- i. hritopind theke fulokay rokt bohon kore ii. CO_{2} jukt rokt bohon kore iii. O_{2} jukt rokt bohon kore nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
347,benqa_ext_12th-Biology-II_0275,,"hrid chokrer kon poryaye prothom hrid shobd srishti hoy?
A. atriyamer dayastol
B. bhentrikoler sistol
C. atriyamer sistol
D. bhentrikoler dayastol
Answer with only A, B, C, or D.",,Biology-II,B,ai_assisted_review_pass_v1,
348,benqa_ext_12th-Biology-II_0280,,"ghasoforing er rechon ongg konoti?
A. nefridiya
B. shikha kosh
C. malopijiyan nalika
D. malopijiyan bodi
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
349,benqa_ext_12th-Biology-II_0284,,"lyabiyam er ongsh- i. mentam ii. geliya iii. ligiul nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,Biology-II,B,ai_assisted_review_pass_v1,
350,benqa_ext_12th-Biology-II_0288,,"uddipoker aloke ja hote pare- i. erithroblastosis fitalis ii. sontaner rokt Rh + (Rh pojitibh) fyaktorojukt iii. sontaner rokt Rh - (Rh negetibh) fyaktorojukt nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,Biology-II,D,ai_assisted_review_pass_v1,
351,benqa_ext_12th-Biology-II_0292,,"prakritik nirbachon motobader probortok ke?
A. darouin
B. lyamark
C. bhaijomyan
D. spensar
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
352,benqa_ext_12th-Biology-II_0295,,"konoti ghasoforingyer dehe dekha jay?
A. mesogliya
B. himosil
C. silenteron
D. somokhondokayon
Answer with only A, B, C, or D.",,Biology-II,B,ai_assisted_review_pass_v1,
353,benqa_ext_12th-Biology-II_0296,,"ghasoforingyer porisfutoner sothik dhap konoti?
A. dim \rightarrow larbha \rightarrow piupa \rightarrow imago
B. dim \rightarrow nimf \rightarrow piupa \rightarrow imago
C. dim \rightarrow nimf \rightarrow imago
D. dim \rightarrow larbha \rightarrow imago
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
354,benqa_ext_12th-Biology-II_0303,,"traikasopid o baipasopid kopatika bondher karone niloy theke rokt jothakrome palomonari o sistemik mohadhomonite jay. uddipoke ullikhit ghotonatir kshetre nicher konoti sothik?
A. olinder dayastol
B. olinder sistol
C. niloyer sistol
D. niloyer dayastol
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
355,benqa_ext_12th-Biology-II_0304,,"traikasopid o baipasopid kopatika bondher karone niloy theke rokt jothakrome palomonari o sistemik mohadhomonite jay. uddipoke ullikhit kopatika duti bondh thake jokhon, tokhon- i. ete lyab sodrish shobd srishti hoy ii. dam sodrish shobd srishti hoy iii. 0.3 se. somoy lage nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,Biology-II,D,ai_assisted_review_pass_v1,
356,benqa_ext_12th-Biology-II_0316,,"oroikhik peshi paoya jay
A. jorayu nalite
B. jihbay
C. medhyochchhoda
D. golobile
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
357,benqa_ext_12th-Biology-II_0317,,"kot soptah boyosk manobobhrune sorboprothom sarofyakotyant kshoron shuru hoy?
A. 23
B. 24
C. 20
D. 25
Answer with only A, B, C, or D.",,Biology-II,A,ai_assisted_review_pass_v1,
358,benqa_ext_12th-Biology-II_0326,,"5 fut 4 inchi uchchotay muhotasim er ojon 65 keji, tanr BMI kg/m^{2}?
A. 23.5
B. 24.01
C. 24.8
D. 25.15
Answer with only A, B, C, or D.",,Biology-II,C,ai_assisted_review_pass_v1,
