model,model_id,variant,variant_label,dataset,task_type,answer_type,id,gold,correct,parsed,gold_numeric_values,raw_numeric_values,parsed_numeric_values,gold_numeric_count,raw_numeric_count,parsed_numeric_count,raw_has_any_number,parsed_has_any_number,raw_full_numeric_signature,parsed_full_numeric_signature,wrong_raw_full_numeric_signature,wrong_parsed_full_numeric_signature,wrong_without_raw_number,source,line,raw_excerpt
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0226,২৫০ টাকা,False,300,250,300,300,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,86,300
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0226,২৫০ টাকা,False,275,250,275,275,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,138,275
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0227,৭.৫ কিমি,False,7.5,7.5,7.5,7.5,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,268,7.5
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0227,৭.৫ কিমি,False,7,7.5,7,7,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,38,7
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0227,৭.৫ কিমি,False,7.5 km,7.5,7.5,7.5,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,270,7.5 km
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0228,২/৫,False,4/10,0.4,0.4,0.4,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,205,4/10
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0228,২/৫,False,40% के साधारण ब्याज पर 100 বছরে প্রকাশ হয়।,0.4,0.4;40;100,0.4;40;100,1,3,3,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,56,40% के साधारण ब्याज पर 100 বছরে প্রকাশ হয়।
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0228,২/৫,True,2/5,0.4,0.4,0.4,1,1,1,True,True,True,True,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,207,2/5
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0229,1.5,True,1.5,1.5,1.5,1.5,1,1,1,True,True,True,True,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,265,1.5
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0229,1.5,False,3七年五个月,1.5,3,3,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,196,3七年五个月
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0229,1.5,True,1.5,1.5,1.5,1.5,1,1,1,True,True,True,True,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,267,1.5
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0230,20%,True,20%,0.2;20,0.2;20,0.2;20,2,2,2,True,True,True,True,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,232,20%
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0230,20%,False,5,0.2;20,5,5,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,52,5
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0230,20%,True,20%,0.2;20,0.2;20,0.2;20,2,2,2,True,True,True,True,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,234,20%
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0231,২০ টাকা,False,20,20,20,20,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,241,20
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0231,২০ টাকা,False,48,20,48,48,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,175,48
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0231,২০ টাকা,False,20,20,20,20,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,243,20
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0232,২০০ টাকা,False,200,200,200,200,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,136,200
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0232,২০০ টাকা,False,1430,200,1430,1430,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,72,1430
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0232,২০০ টাকা,True,200 Taka,200,200,200,1,1,1,True,True,True,True,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,138,200 Taka
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0233,৭ দিন,False,14,7,14,14,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,55,14
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0233,৭ দিন,False,35,7,35,35,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,127,35
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0233,৭ দিন,False,7,7,7,7,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,57,7
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0234,৬ দিন,False,6,6,6,6,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,88,6
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0234,৬ দিন,False,25,6,25,25,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,6,25
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0234,৬ দিন,False,6.25,6,6.25,6.25,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,90,6.25
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0236,১২ টাকা,False,6 টাকা,12,6,6,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,262,6 টাকা
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0236,১২ টাকা,False,20,12,20,20,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,22,20
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0236,১২ টাকা,True,12 Taka,12,12,12,1,1,1,True,True,True,True,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,264,12 Taka
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0237,৬৪ টাকা,False,12টাকা,64,12,12,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,400,12টাকা
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0237,৬৪ টাকা,False,3,64,3,3,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,99,3
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0237,৬৪ টাকা,False,32 Taka,64,32,32,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,402,32 Taka
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0518,১৫০ মিটার,False,50Meter,150,50,50,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,121,50Meter
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0518,১৫০ মিটার,False,200,150,200,200,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,122,200
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0518,১৫০ মিটার,False,150 meters,150,150,150,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,123,150 meters
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0519,৭৫০০ বর্গমিটার,False,3750 beğenimetreবন্ধু,2;7500,3750,3750,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,7,3750 beğenimetreবন্ধু
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0519,৭৫০০ বর্গমিটার,False,200,2;7500,200,200,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,97,200
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0519,৭৫০০ বর্গমিটার,False,7500,2;7500,7500,7500,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,9,7500
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0521,৭০ মিটার,False,70,70,70,70,1,1,1,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,10,70
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0521,৭০ মিটার,False,2.5,70,2.5,2.5,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,192,2.5
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0521,৭০ মিটার,False,50 meters,70,50,50,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,12,50 meters
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0522,১৭৬ বর্গমিটার,False,1600 বর্গমিটার,2;176,2;1600,2;1600,2,2,2,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,148,1600 বর্গমিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0522,১৭৬ বর্গমিটার,False,2,2;176,2,2,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,8,2
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0522,১৭৬ বর্গমিটার,False,Cannot determine,2;176,,,2,0,0,False,False,False,False,False,False,True,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,150,Cannot determine
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0526,৩০ বর্গ মিটার,True,30 বর্গমিটার,2;30,2;30,2;30,2,2,2,True,True,True,True,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,184,30 বর্গমিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0526,৩০ বর্গ মিটার,False,30,2;30,30,30,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,165,30
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0526,৩০ বর্গ মিটার,True,30 square meters,2;30,2;30,2;30,2,2,2,True,True,True,True,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,186,30 square meters
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0531,৫ মেট্রিক টন ৫০৭ কেজি ৭০০ গ্রাম,False,12100,5;507;700,12100,12100,3,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,247,12100
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0531,৫ মেট্রিক টন ৫০৭ কেজি ৭০০ গ্রাম,False,825,5;507;700,825,825,3,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,161,825
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0531,৫ মেট্রিক টন ৫০৭ কেজি ৭০০ গ্রাম,False,6070 kg,5;507;700,6070,6070,3,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,249,6070 kg
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0532,১ মেট্রিক টন ৭৫০ কেজি,False,1.75 মেট্রিক টন,1;750,1.75,1.75,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,61,1.75 মেট্রিক টন
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0532,১ মেট্রিক টন ৭৫০ কেজি,False,1.75,1;750,1.75,1.75,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,40,1.75
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_0532,১ মেট্রিক টন ৭৫০ কেজি,False,1.75 metric tons per acre,1;750,1.75,1.75,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,63,1.75 metric tons per acre
